Gene,log2FoldChange,pvalue,padj
Gm35383,-0.320121325,0.470483109,0.594751177
Gad2,-0.320143206,0.402040186,0.529102907
Myo1d,-0.32022705,1.16E-10,6.50E-10
Atp5j2,-0.320298206,9.04E-06,3.24E-05
LOC118568202,-0.320323738,0.472321017,0.596291738
Tubb2a,-0.320393955,2.66E-07,1.12E-06
Tmem150b,-0.320397677,0.371166476,0.497965529
Zfp273,-0.320402682,0.162544581,0.257755956
Mios,-0.320421131,7.82E-05,0.000248984
Cir1,-0.320436335,0.113946693,0.191358507
Tfg,-0.320473194,4.40E-11,2.53E-10
Tmem237,-0.320541886,0.000347264,0.00101057
Lonrf1,-0.32057372,0.013123695,0.028826327
Avpr1b,-0.32062397,0.305664995,
Top2b,-0.320706246,2.66E-11,1.56E-10
Seh1l,-0.320724442,4.80E-08,2.17E-07
Pik3r2,-0.320768762,1.11E-09,5.76E-09
Tmprss9,-0.32088271,0.406942179,0.534349181
Irx3os,-0.321028997,0.276131177,0.395862017
Chrna10,-0.32116053,0.321814324,
Snx20,-0.321208297,0.356390742,0.483089634
Tfe3,-0.321253696,3.11E-09,1.56E-08
E030003E18Rik,-0.321265504,0.368237827,0.494964655
Thrb,-0.321336805,0.108058815,0.182873876
Ergic3,-0.321359488,2.86E-11,1.67E-10
Fam178b,-0.321512659,0.470679654,0.594960584
AY512931,-0.321521685,0.23429909,
Gm19696,-0.321521685,0.23429909,
Gm23199,-0.321521685,0.23429909,
Nid1,-0.321522786,8.29E-20,7.78E-19
Kcnj6,-0.321672495,0.443651984,0.570265872
Gm46284,-0.321843112,0.442322515,0.569050722
Slc25a32,-0.321899262,2.90E-05,9.78E-05
Pigb,-0.32203538,0.004052987,0.009832029
LOC118567662,-0.322110234,0.302802482,
Hrc,-0.322292122,0.467910586,0.59282057
Arhgap23,-0.322438328,3.12E-11,1.82E-10
Gm33554,-0.322574231,0.426118504,0.552745758
LOC118568675,-0.322701369,0.232417717,
LOC115485826,-0.322701369,0.232417717,
LOC118568200,-0.322701369,0.232417717,
Etfa,-0.322802119,5.89E-08,2.64E-07
D630039A03Rik,-0.322913423,0.468709618,0.59352216
Acaa1b,-0.322960186,0.193818397,0.297572426
Pradc1,-0.322969605,0.038851327,0.07596322
Vstm2b,-0.323049451,0.460545567,0.586035486
Gm46571,-0.323101393,0.352188169,0.478774048
Nat3,-0.323139768,0.300832169,
Zfp251,-0.323202328,4.23E-05,0.00013967
Gm41795,-0.323247066,0.374232709,0.5009277
Kif1c,-0.323276015,1.33E-18,1.18E-17
Gm41395,-0.323311472,0.403219025,0.530400602
Tmbim1,-0.323493542,1.03E-13,7.02E-13
Ppm1m,-0.323678411,3.93E-05,0.000130567
Pja1,-0.323761336,3.73E-08,1.70E-07
Gcsh,-0.323785813,3.80E-06,1.42E-05
Stxbp3,-0.32382544,0.000132105,0.000406619
Col27a1,-0.323902042,1.94E-05,6.69E-05
Kdm3a,-0.323968899,7.09E-08,3.16E-07
Gucy1b1,-0.324013016,0.025235579,0.051933385
Ostn,-0.324131297,0.240182504,0.354213557
Mtln,-0.324151341,0.045188056,0.08681931
Alkbh5,-0.324156018,1.04E-11,6.25E-11
Rps8,-0.324177532,8.34E-10,4.36E-09
Il11,-0.324194866,0.214426202,0.32290517
Dcun1d2,-0.324471029,4.32E-05,0.000142583
Lax1,-0.324531971,0.455893427,0.581447683
Gm39787,-0.324544575,0.372155922,0.498875959
Dusp5,-0.324576838,0.024109026,0.049862084
Kdsr,-0.324583201,1.46E-06,5.69E-06
A030001D20Rik,-0.324651396,0.246386186,0.361645572
Tprg,-0.32475016,0.38282206,0.509169202
Glra1,-0.324756127,0.313111378,
Golph3,-0.324790854,8.37E-13,5.43E-12
Trp53inp1,-0.324803602,2.92E-11,1.70E-10
Plcg2,-0.324842557,0.004098001,0.009933719
Gm14061,-0.324919702,0.307927344,
Gm19792,-0.324919702,0.307927344,
H2bc3,-0.324946684,0.45047103,0.576798189
Mapk3,-0.324994695,2.12E-10,1.16E-09
Tmem151b,-0.324999954,0.402452414,0.529536862
Gm51697,-0.325018789,0.464881456,0.590149097
Odr4,-0.325032169,1.68E-07,7.23E-07
Insyn2b,-0.32524368,0.465134133,0.590314219
Trmu,-0.325372372,0.018949723,0.040153231
Meioc,-0.325672346,0.456947182,0.582534307
Hsbp1,-0.325678729,6.00E-09,2.93E-08
Ripply1,-0.325700769,0.389384566,0.516150964
Mfsd14b,-0.325780934,2.53E-08,1.17E-07
Mettl22,-0.325834199,0.024252295,0.050142237
Tead2,-0.325927534,1.26E-09,6.52E-09
Pbxip1,-0.32601948,7.41E-19,6.68E-18
Prss53,-0.32603495,0.191714135,0.295000202
B3gntl1,-0.326108691,0.042503801,0.082186818
Glb1,-0.32628261,5.23E-09,2.57E-08
Vamp9,-0.326296035,0.447486035,0.574082971
Tnfsf9,-0.326304521,0.082622564,0.145610173
Zbtb11os1,-0.32631872,0.310117024,
Opcml,-0.326536154,0.447820639,0.574435706
Ptprcap,-0.32656211,0.451642402,0.577779792
Gm36608,-0.326578224,0.459328175,0.584679533
Nipsnap1,-0.326588132,0.001397881,0.003683881
Gm28523,-0.326640146,0.383908554,0.510402792
Sri,-0.326644019,2.31E-07,9.79E-07
Mir6921,-0.326661836,0.404753721,0.53201965
Gm21411,-0.326717469,0.366716394,0.493611338
Zfp59,-0.326876596,0.060771603,0.112193281
Ptrh1,-0.326877108,0.00065219,0.001815254
Gm17330,-0.326980274,0.453111563,0.579139607
Adrb2,-0.326995185,0.051186402,0.096865375
Galnt11,-0.327113897,2.14E-07,9.07E-07
Gpcpd1,-0.327117198,5.61E-06,2.06E-05
Mras,-0.327187918,4.17E-09,2.07E-08
Gpr160,-0.327205429,0.455356737,0.581083713
Cep97,-0.327296633,0.025062952,0.05164089
Ccn1,-0.327311083,7.64E-17,6.22E-16
Rgmb,-0.327330061,1.09E-05,3.86E-05
Cdh2,-0.327408056,1.76E-13,1.19E-12
Tbc1d5,-0.327439164,1.73E-07,7.42E-07
Dnajc30,-0.327445628,0.028154256,0.057281092
Gm32374,-0.32751137,0.357677426,0.484321841
Sphk1,-0.327581918,0.003973145,0.009654151
Ttc33,-0.327599855,0.000531829,0.001499852
Gm18280,-0.327719316,0.35842554,0.485027928
Asb13,-0.327766555,0.026787229,0.054771764
Arrdc1,-0.327878172,0.011702813,0.02602592
Kif5a,-0.327880462,0.123226808,0.204729563
Mir1956,-0.327885753,0.22897043,
F9,-0.327885753,0.22897043,
Ola1,-0.327898096,4.13E-09,2.05E-08
Zmym3,-0.327942329,3.29E-07,1.37E-06
Dennd4c,-0.327987752,5.14E-05,0.000167747
Uhmk1,-0.328055876,2.24E-10,1.22E-09
Map4k3,-0.328064868,5.60E-15,4.12E-14
Dab2,-0.328145943,3.46E-13,2.30E-12
Tjp1,-0.328151868,1.66E-11,9.86E-11
Tesmin,-0.328156338,0.351908056,0.478528367
Wincr1,-0.328187945,0.455772126,0.581447683
Gm39931,-0.328343399,0.459606751,0.584956808
Gm32311,-0.328354738,0.444006183,0.570568832
Atp6v0c-ps2,-0.328532627,0.022973092,0.047748627
Trappc12,-0.328689318,9.12E-06,3.27E-05
Lypd1,-0.328718975,0.426494361,0.553047058
Adamtsl1,-0.328855303,3.21E-06,1.21E-05
LOC118568693,-0.328972662,0.456346252,0.58180673
Gm39807,-0.329011567,0.356378635,0.483089634
Gm31344,-0.329293887,0.358110017,0.484703128
Gm52213,-0.329320288,0.347030437,0.473500474
Sh3bgrl,-0.329711164,4.13E-15,3.07E-14
P3h1,-0.329760543,2.10E-16,1.67E-15
Ccr10,-0.329782205,0.438952313,0.565446489
Rasgrp2,-0.329834404,0.401463417,0.528560566
LOC118567546,-0.329864078,0.383046212,0.509364516
Focad,-0.329974496,1.05E-05,3.74E-05
Hcfc1r1,-0.330212954,2.76E-09,1.39E-08
AI115009,-0.330310662,0.306994635,0.430400355
Zfp516,-0.330482106,5.28E-08,2.38E-07
TrnQ,-0.330491406,0.412482118,0.53986675
Gm36025,-0.330743091,0.30238206,
Gm35970,-0.330893833,0.226393431,
Gm26787,-0.330893833,0.226393431,
Gpr33,-0.330893833,0.226393431,
Por,-0.33093217,1.46E-08,6.92E-08
Dcst1,-0.330940837,0.4375654,0.564098804
Commd1,-0.331020561,2.73E-06,1.04E-05
Scamp5,-0.331091153,1.30E-06,5.11E-06
Rs1,-0.331158844,0.441787273,0.568438074
Pgghg,-0.331230434,4.53E-06,1.68E-05
Inf2,-0.331353266,3.20E-12,2.00E-11
Dixdc1,-0.33142834,0.001308565,0.00346605
Aspg,-0.331487521,0.432847555,0.559214534
C1qtnf12,-0.331508963,0.002414157,0.006097607
Kcnq5,-0.331581769,0.023623777,0.04896366
AI413582,-0.33161865,0.003707742,0.009063003
Hpse2,-0.331709979,0.337226434,0.462812157
Fam114a2,-0.331785394,2.15E-09,1.09E-08
Trp53cor1,-0.3317894,0.111874539,0.188321978
Nfat5,-0.331834244,0.005167189,0.012288823
Pdc,-0.331923158,0.430143282,0.556587369
Gm33302,-0.331968508,0.398474021,0.525558908
4930526I15Rik,-0.332219242,0.454002512,0.579920046
Tnn,-0.332280575,0.000180272,0.000546665
Micu2,-0.332350178,1.13E-10,6.34E-10
Gm30368,-0.332450358,0.216474678,0.325557226
Slc25a53,-0.332482349,0.221393447,0.331633849
Mir7028,-0.332579035,0.224843655,
Yif1a,-0.332593155,8.00E-09,3.88E-08
Ankrd46,-0.332639531,2.81E-09,1.41E-08
LOC118568402,-0.332683402,0.455266799,0.581031042
Exoc3,-0.33271194,4.83E-10,2.57E-09
Osbpl9,-0.332956317,2.02E-12,1.28E-11
Dusp11,-0.333080975,9.19E-11,5.18E-10
Me1,-0.333123401,4.66E-13,3.08E-12
Pcdhb13,-0.333206458,0.390645047,0.517430053
Bmpr2,-0.333363273,5.36E-07,2.18E-06
Plekhg4,-0.333384176,0.194040907,0.297795349
Ttll11,-0.333411945,0.017483174,0.037349801
Cxcr4,-0.333512537,0.254931754,0.371414679
2810025M15Rik,-0.333628111,0.000549242,0.001545341
Txnrd2,-0.333718205,0.035373573,0.070081231
A530072M11Rik,-0.333933786,0.350589089,0.477105375
Rnf145,-0.33414317,6.60E-12,4.04E-11
Plpp5,-0.334170068,2.55E-08,1.18E-07
Gm35612,-0.334232203,0.407526061,0.535006436
Lipn,-0.334232957,0.441612847,0.568327553
Inpp4a,-0.334308714,0.000272591,0.000804696
Oma1,-0.334400389,0.004873712,0.011654186
Rpl23,-0.334517316,1.09E-12,7.06E-12
Kcnn2,-0.334634156,0.443423845,0.570086771
Gm13387,-0.33465082,0.308650693,
Lpin2,-0.334764575,3.78E-05,0.000126036
Rxra,-0.33503469,1.29E-11,7.72E-11
Atp9a,-0.335150261,1.09E-06,4.31E-06
Stxbp4,-0.335151503,3.35E-06,1.26E-05
Ccdc92,-0.335301749,0.0422989,0.081859726
Phlda3,-0.335387523,1.91E-10,1.05E-09
LOC118568302,-0.335467343,0.450679164,0.576949616
Cyp2f2,-0.335493292,0.45039721,0.576742013
Zmat1,-0.33562146,0.023003032,0.047797909
Kdm5b,-0.335643605,1.49E-09,7.65E-09
Gm46633,-0.33574766,0.30660236,
Dph3,-0.335836951,0.000118383,0.000366576
Rps28,-0.335917955,0.004568362,0.010985402
Cmklr1,-0.335946199,0.000129351,0.000398843
Gm33514,-0.335965043,0.222893879,
Plekhm3,-0.336018908,0.0005689,0.001596453
Dmac1,-0.336165726,0.000637198,0.001778521
Nf2,-0.336337663,4.56E-12,2.83E-11
Rpgrip1,-0.336421947,0.4501125,0.576530769
Kremen1,-0.336491454,8.52E-10,4.45E-09
Erv3,-0.336496711,0.389229944,0.516052561
Fam167b,-0.336635942,0.306335308,
Zfp811,-0.336712754,0.350122688,0.476571691
Hdlbp,-0.336724962,7.25E-22,7.49E-21
Mon1a,-0.336767608,0.004088016,0.00991201
Zfp949,-0.336782665,0.023704616,0.049099505
Gm32647,-0.336894446,0.43777827,0.564335456
LOC118568651,-0.337043489,0.358652511,0.485198701
LOC118568777,-0.337043489,0.358652511,0.485198701
Atp23,-0.33705823,0.071288234,0.128376133
LOC118567607,-0.33707652,0.444372437,0.570946652
Rhog,-0.337343546,2.39E-06,9.15E-06
LOC118567635,-0.33758054,0.39100505,0.517671702
Bid,-0.337690094,7.42E-07,2.99E-06
Ssh1,-0.337939453,1.53E-06,5.96E-06
Zp3,-0.337979893,0.355797622,0.482454861
Gm41778,-0.337992011,0.42472628,0.551311143
Gm10777,-0.338043693,0.214761789,0.323231426
Cav1,-0.33813276,4.76E-23,5.20E-22
Lrfn4,-0.338196601,2.59E-06,9.85E-06
Pdlim7,-0.338198892,3.08E-09,1.54E-08
Ranbp17,-0.338200062,0.081765433,0.14432412
Igfbp6,-0.338212996,0.00078407,0.002152587
Gm51933,-0.338236778,0.303384396,
LOC118568182,-0.338347261,0.356640428,0.483325452
Akt1s1,-0.338387152,1.73E-09,8.83E-09
Cert1,-0.338482746,7.48E-08,3.32E-07
Il1rl1,-0.338609622,1.63E-10,9.01E-10
Aifm2,-0.338840554,0.000534292,0.001505917
Chd9,-0.339030194,5.74E-06,2.10E-05
Map3k10,-0.339079821,9.01E-07,3.60E-06
Ift20,-0.339088301,2.11E-06,8.12E-06
Bcl9l,-0.339131402,2.99E-11,1.74E-10
Purg,-0.339159186,0.00090163,0.00245019
Gm4718,-0.33935328,0.440320022,0.566966859
Nudt8,-0.339371299,0.018962429,0.040172252
Adamts7,-0.339541761,0.001212777,0.003228316
Rbm4,-0.339653391,0.445914075,0.572409463
Sfr1,-0.340038852,5.03E-15,3.71E-14
Mmd,-0.340120639,3.60E-05,0.000120261
D330023K18Rik,-0.340127182,0.366918881,0.493745858
Gm28403,-0.340536394,0.218374363,
Snord98,-0.340536394,0.218374363,
Irak1,-0.340694274,2.97E-10,1.61E-09
Myadm,-0.340724114,1.71E-23,1.90E-22
Gm32211,-0.340729007,0.384599348,0.511109497
Zbtb22,-0.340780576,2.79E-06,1.06E-05
G6pc3,-0.340882619,1.63E-06,6.34E-06
Gm5069,-0.340961872,0.376962199,0.503391692
Nlgn4l,-0.341058351,0.000486644,0.001383565
Msi1,-0.341463136,0.073128418,0.131231849
Nfkbie,-0.341571848,0.035383658,0.070094001
Zfp128,-0.341628945,0.048557754,0.092505002
Atxn7l3b,-0.341673363,1.09E-16,8.86E-16
Htr1d,-0.341713012,0.39482848,0.521552368
Cenpx,-0.34180342,0.004731636,0.011341204
Gm33743,-0.3419637,0.300682679,
Gm52380,-0.3419637,0.300682679,
Mob3a,-0.342199139,1.94E-08,9.08E-08
4933433G19Rik,-0.342227164,0.405351632,0.532529976
Erbb2,-0.342254723,4.30E-08,1.95E-07
Card6,-0.342374232,0.049049545,0.093279864
Ndnf,-0.342659113,1.37E-09,7.06E-09
Pnrc2,-0.342746554,2.94E-13,1.96E-12
Stat3,-0.342792172,7.30E-20,6.89E-19
Rab10,-0.342810112,2.42E-15,1.82E-14
Mir145a,-0.34281678,0.405062509,0.532373884
Mir365-2,-0.342919733,0.348686015,0.475220718
Gm3696,-0.342919733,0.348686015,0.475220718
Stx18,-0.343135548,1.05E-06,4.16E-06
Gm30140,-0.34313618,0.411738503,0.539213371
Cbx7,-0.343189485,0.301543362,0.42414721
Lactb,-0.343219379,0.000895826,0.002435105
Eef1akmt4,-0.343256308,0.083801335,0.147431251
Ppp2cb,-0.343315564,3.25E-10,1.75E-09
Auh,-0.343447404,0.000270092,0.000798174
Nrcam,-0.343566993,0.039406013,0.076907215
C430042M11Rik,-0.343669257,0.436979216,0.563526234
Vps13c,-0.343994407,1.11E-05,3.93E-05
Zfp708,-0.344029038,0.09406455,0.162518093
Bmpr1a,-0.344030453,3.66E-14,2.57E-13
Sec22b,-0.344061393,1.04E-12,6.74E-12
Rflnb,-0.344077749,1.00E-11,6.04E-11
Arhgef18,-0.344155985,1.97E-09,9.99E-09
Pebp1,-0.34439568,2.20E-07,9.34E-07
Zfp260,-0.344454947,2.99E-11,1.74E-10
Grhl1,-0.344654679,0.40605922,0.533371608
Arfip2,-0.344840521,1.69E-09,8.63E-09
1600014C10Rik,-0.345014957,1.87E-05,6.47E-05
Efcab15,-0.345051852,0.438487938,0.565061171
Coq10a,-0.345140617,0.00078769,0.002160679
Hbegf,-0.345182157,6.46E-05,0.000207704
Lrsam1,-0.34538181,2.12E-06,8.14E-06
Fam53b,-0.345490949,2.56E-05,8.68E-05
Ptpra,-0.345549727,1.01E-12,6.56E-12
5430416N02Rik,-0.345898938,0.012662651,0.027921915
Kmt5b,-0.345908684,7.20E-07,2.90E-06
Gm5784,-0.345957718,0.329840379,0.455075282
Nfe2,-0.346045903,0.407755807,0.535271562
Cyp4f13,-0.346093637,0.012860337,0.028310486
Igbp1,-0.34619493,4.31E-09,2.13E-08
Vpreb1,-0.346412349,0.42978466,0.556227591
Ankrd2,-0.34641879,0.365186852,0.49213726
Dppa3,-0.346466066,0.214483152,
Gm38905,-0.346466066,0.214483152,
Scnn1b,-0.346466066,0.214483152,
Gm10677,-0.346466066,0.214483152,
Gm12576,-0.346466066,0.214483152,
Gm40552,-0.346466066,0.214483152,
Gsdmc4,-0.346466066,0.214483152,
Tnfsf14,-0.346466066,0.214483152,
Faim,-0.346631363,0.000550476,0.001548132
Ganab,-0.346646524,5.91E-19,5.35E-18
Gmcl1,-0.346727223,6.00E-06,2.20E-05
Cntf,-0.346749584,0.43570284,0.562337555
Nudt9,-0.346801211,5.78E-06,2.12E-05
Ptpre,-0.346812749,0.015732335,0.033963574
Fgfr3,-0.34701072,0.072952876,0.130977855
Celsr3,-0.347297078,0.295219884,0.416997568
Osbpl8,-0.347382259,8.92E-08,3.93E-07
Spats2l,-0.347514122,1.75E-07,7.52E-07
Cnpy4,-0.347647485,1.03E-08,4.93E-08
C230034O21Rik,-0.347719683,0.200046322,0.305163732
Cdadc1,-0.347789754,1.60E-05,5.58E-05
Tcf7l2,-0.347841004,9.54E-05,0.000299829
Klf7,-0.347859226,7.79E-06,2.81E-05
Camk2n2,-0.347872713,0.040044633,0.07801918
4930577N17Rik,-0.347913894,0.179011143,0.278602237
Sh3d19,-0.347986852,2.64E-09,1.33E-08
Serpinb8,-0.348228674,0.000207358,0.000623207
Nebl,-0.348249671,0.257619031,0.374564768
Ergic1,-0.348251121,3.98E-17,3.30E-16
Wdr41,-0.348272231,1.39E-05,4.87E-05
Dusp15,-0.348273068,0.123482417,0.205083466
Gm20471,-0.348273648,0.405106147,0.532373884
Gskip,-0.348289077,8.22E-06,2.96E-05
Adamts1,-0.34847414,1.57E-17,1.32E-16
Gm45609,-0.34881443,0.414069877,0.541346261
Fmo5,-0.348844304,0.171745377,0.26968155
Tram2,-0.348895418,0.003075517,0.007607421
Gm10419,-0.348914249,0.431827951,0.558196826
Krt19,-0.348967351,0.045744614,0.08779228
Arf3,-0.349059169,5.66E-18,4.85E-17
Gm39054,-0.349135127,0.41195971,0.539358096
Gm45855,-0.349139475,0.329622152,0.45480678
Rad52,-0.349186734,0.005477394,0.012954579
Gm41741,-0.349194497,0.106849133,0.181129077
Nisch,-0.349229869,1.77E-24,2.04E-23
Dars2,-0.349308917,0.001669947,0.004335603
Rps15a-ps5,-0.349575144,0.407439371,0.534929092
Gm33655,-0.349668751,0.211251184,
Camk2g,-0.349839166,5.62E-12,3.46E-11
Ano10,-0.35000141,2.91E-11,1.70E-10
Ugp2,-0.350027561,1.02E-12,6.57E-12
Ppp3cc,-0.350063278,0.002864187,0.007129556
Gm15413,-0.350092014,0.428172311,0.554526219
Frk,-0.350670685,0.00027537,0.000812153
Gm39938,-0.350700798,0.39086718,0.51755978
Gm25604,-0.350987391,0.290974552,
Cat,-0.351204584,2.96E-14,2.09E-13
Arhgef28,-0.351409031,1.50E-07,6.49E-07
Adcy5,-0.351503647,0.046272521,0.088708191
Pik3c3,-0.351553153,7.97E-06,2.87E-05
Gm35746,-0.351723707,0.357542101,0.484206689
Rps6,-0.351735534,0.020416224,0.042944087
Gm39874,-0.351790335,0.283538478,
Ahcyl1,-0.351806823,1.62E-19,1.51E-18
Oaz1-ps,-0.351942402,0.325622623,0.450738157
Albfm1,-0.352106185,0.289004341,
Zfp575,-0.352270324,0.1451499,0.23465474
Fmo6,-0.352403072,0.288262725,
Arhgap24,-0.352415916,1.06E-08,5.09E-08
Sdc1,-0.352497747,6.90E-19,6.24E-18
Rps26,-0.352597332,1.43E-10,7.92E-10
Hopx,-0.35273324,0.070399387,0.127020966
Tspan4,-0.352850457,3.98E-11,2.30E-10
Ap3s2,-0.352901831,4.74E-08,2.15E-07
Sirt2,-0.352971161,9.16E-09,4.42E-08
Zfp800,-0.353202142,0.000628582,0.001754982
Rgs19,-0.353340063,1.71E-07,7.35E-07
Zfp9,-0.353433133,3.92E-08,1.79E-07
Ap3s1,-0.353491996,0.000641913,0.001789348
Fastkd1,-0.353686518,0.010977423,0.024528593
Proca1,-0.353763362,0.292869798,0.414542127
Map7,-0.353793673,0.26017857,0.377346117
Pkd2,-0.354079915,2.14E-22,2.26E-21
Gm41352,-0.354227423,0.426303856,0.552874476
Bdh2,-0.354259586,0.129133142,0.212980662
Olfr920,-0.354433528,0.385471441,0.512021139
Stx7,-0.354644829,1.83E-10,1.01E-09
Spink5,-0.35464743,0.169515282,0.266810626
Mapk12,-0.354662403,0.008545813,0.019477374
Gm26534,-0.354777401,0.401723393,0.528758258
Zfp72,-0.354835743,0.035351458,0.070059038
Gm34507,-0.354878382,0.416755213,0.543697811
Sgms2,-0.354909092,0.000201322,0.000606579
Cdh16,-0.354915966,0.20795031,
Abcg5,-0.354915966,0.20795031,
Slc41a2,-0.354987561,4.80E-06,1.77E-05
Ephb2,-0.355208623,7.65E-12,4.67E-11
Ifnar1,-0.355232915,1.70E-13,1.15E-12
Nbeal2,-0.355335955,0.05030271,0.095333586
Hs6st2,-0.355360847,1.01E-19,9.47E-19
Shld1,-0.355365899,0.104841359,0.178369235
1700056E22Rik,-0.355478973,0.401664834,0.528717315
Chst11,-0.355512069,2.27E-07,9.60E-07
Ptrhd1,-0.355559128,0.017376675,0.037155256
Tia1,-0.355796707,5.09E-08,2.30E-07
Cnih1,-0.355933926,6.26E-13,4.10E-12
Acot2,-0.356182371,4.67E-05,0.000153523
Lrrc14b,-0.356298526,0.294204686,0.415979248
Osmr,-0.356386758,1.52E-14,1.09E-13
LOC118568191,-0.356508569,0.423226219,0.549957071
Wwc1,-0.356584472,0.000691143,0.001913284
Snora41,-0.356669103,0.412965766,0.540306229
Sccpdh,-0.356806321,2.93E-07,1.23E-06
4930563E22Rik,-0.356855598,0.265570627,0.383175359
Gm35988,-0.3569267,0.327238191,0.452425005
Gm33862,-0.357005374,0.418220644,0.545181493
Eny2,-0.35734408,1.38E-07,6.00E-07
Nectin1,-0.357544509,1.13E-05,3.99E-05
Gm38407,-0.357549786,0.277082514,
Parp3,-0.357605127,2.51E-13,1.68E-12
Pigk,-0.357659984,8.00E-16,6.16E-15
Gm9885,-0.357706926,0.351451031,0.478041911
Dynll2,-0.35784291,2.77E-14,1.96E-13
Gm51556,-0.357987743,0.407402498,0.534917146
Wiz,-0.358002402,2.48E-10,1.35E-09
N6amt1,-0.358009934,0.000144796,0.000443271
Fbxo40,-0.358033059,0.420022703,0.546679546
Gsn,-0.358059702,6.73E-21,6.62E-20
Secisbp2l,-0.358147506,1.78E-11,1.05E-10
Tmem219,-0.358186461,0.000856678,0.002337597
Acot5,-0.358228473,0.416802273,0.543700554
Gm33993,-0.358301042,0.371959951,0.498717397
Furin,-0.358308811,4.25E-12,2.64E-11
Metap1d,-0.358430999,0.001453914,0.003819003
Fut7,-0.358817052,0.376927109,0.503391692
Smad5,-0.358831147,5.20E-12,3.21E-11
Slc25a34,-0.35883506,0.377569706,0.503923421
2310009B15Rik,-0.358900304,0.066255125,0.120834039
Gm35598,-0.358951751,0.327423979,0.452616882
Crnde,-0.358964812,0.141276383,0.229355295
4930455G09Rik,-0.359082852,0.274410096,
Cttn,-0.359283026,1.73E-27,2.22E-26
1110019D14Rik,-0.359411312,0.08744742,0.152868282
Ddit4l,-0.359468909,6.08E-06,2.22E-05
Gaa,-0.359517082,2.40E-20,2.31E-19
Uchl3,-0.359530362,0.002809448,0.00700507
Mast1,-0.359531955,0.278991908,0.398923836
Cant1,-0.359781148,4.83E-10,2.57E-09
Gm33784,-0.359824922,0.321179496,0.44613025
Tfb2m,-0.360004052,0.043057748,0.083166098
Dnajb12,-0.360047574,1.62E-08,7.62E-08
Cst7,-0.360149609,0.272564462,
4930451E10Rik,-0.360149609,0.272564462,
Bnip3l-ps,-0.360169675,0.415236802,0.542430005
Msh3,-0.360400413,0.006228309,0.01459258
Gm15708,-0.360420804,0.416344524,0.543250622
Wrn,-0.360424212,0.00027485,0.000810742
Dnajb5,-0.360559872,2.80E-05,9.44E-05
Nudt7,-0.360594048,0.017018132,0.036477707
5930403L14Rik,-0.360680858,4.83E-05,0.000158288
Nog,-0.360682392,0.105370402,0.179126894
Srd5a3,-0.360683766,2.74E-05,9.28E-05
Gm41496,-0.360712694,0.346104198,0.47253798
Cda,-0.360830562,0.184450714,0.285599346
Gm31290,-0.361044613,0.41761739,0.54454254
F5,-0.361087613,0.10496996,0.178572251
Mpst,-0.361091057,0.000777832,0.002136376
Sdr42e1,-0.361104935,0.112035505,0.188543497
Mex3c,-0.361131161,1.79E-10,9.83E-10
Pafah2,-0.361242551,2.06E-06,7.92E-06
Kcnab3,-0.361341901,0.223950526,0.334787175
Tbc1d8b,-0.361447246,1.09E-08,5.22E-08
Hps3,-0.36153021,6.61E-05,0.00021235
Rit1,-0.361747507,1.47E-08,6.94E-08
Ccin,-0.361957991,0.352378588,0.478965292
Gm35315,-0.36204389,0.119583003,0.199622871
Gm40617,-0.362168675,0.416177591,0.543119377
5430403G16Rik,-0.362174485,0.102002851,0.174310379
Mettl26,-0.362225211,0.013072233,0.028723119
A530006G24Rik,-0.362263435,0.37214633,0.498875959
1600020E01Rik,-0.362405159,0.099113255,0.169941797
Hacl1,-0.362410401,0.005047726,0.012019554
Commd8,-0.362414678,1.26E-08,6.02E-08
Myl9,-0.36261433,3.32E-19,3.04E-18
6430550D23Rik,-0.3628054,0.351506643,0.478083788
Pip5k1c,-0.363149826,3.33E-14,2.34E-13
Fosl2,-0.363176883,3.43E-20,3.28E-19
Rida,-0.363185819,0.001438897,0.003782136
Mob3c,-0.363298788,0.002958812,0.007347054
Net1,-0.363675226,1.16E-06,4.57E-06
Slc38a10,-0.363968469,1.09E-20,1.06E-19
Hoxaas2,-0.363986702,0.329468534,0.454659967
Zfp97,-0.364084515,0.201715092,0.307222693
Eri3,-0.364112032,4.09E-10,2.19E-09
mt-Rnr2,-0.3641764,6.65E-24,7.50E-23
Igfbp7,-0.364519074,1.00E-13,6.88E-13
Ak4,-0.364593924,0.000446833,0.001279066
Gm34353,-0.364636003,0.413147982,0.540471198
2810039B14Rik,-0.36468747,0.327616004,0.452817326
Snhg8,-0.36475138,0.000819548,0.002242637
Gm36457,-0.364871644,0.37626063,0.502873246
LOC118567414,-0.365065628,0.261596362,0.3789743
Cyb5rl,-0.365113204,0.006821093,0.015854144
Tmem60,-0.365192949,0.00782209,0.017959018
Amotl1,-0.365197427,7.11E-15,5.19E-14
Hadh,-0.365219339,1.98E-10,1.08E-09
Krt10,-0.365296753,0.104205089,0.177506263
Dab2ip,-0.365445158,9.67E-15,7.01E-14
Eef1g,-0.365616857,4.96E-14,3.46E-13
Gm5848,-0.365654619,0.199156596,
LOC118568444,-0.365654619,0.199156596,
Enox1,-0.365657382,0.004360896,0.010524624
Fdx2,-0.365709413,0.299234015,0.421607132
Rps4x,-0.365759751,7.33E-15,5.35E-14
Rbms3,-0.365809708,7.03E-11,4.00E-10
